labels,text
zh,馬爾科·德米特羅維奇 是一位塞爾維亞足球運動員，在場上的位置是守門員。現效力於西甲球隊西維爾，曾效力於西班牙乙組球隊阿尔科孔。他也代表塞爾維亞U21國家足球隊參賽。
th,"เกรกอร์ ""กอร์"" เวอร์บินสกี เกิดวันที่ 16 มีนาคม ค.ศ. 1964 เป็นผู้กำกับภาพยนตร์ นักเขียนบท ผู้อำนวยการสร้าง และนักดนตรีชาวอเมริกัน เขาเป็นที่รู้จักกันเป็นอย่างดีในการกำกับภาพยนตร์สามเรื่องแรกของภาพยนตร์เรื่อง ไพเรทส์ออฟเดอะแคริบเบียน, เดอะ ริง: คำสาปมรณะ และ แรงโก้: ฮีโร่ทะเลทราย เวอร์บินสกีจบการศึกษาจาก โรงเรียนภาพยนตร์ยูซีแอลเอ. ภาพยนตร์เรื่องล่าสุดของเขาเรื่อง อะ เคียว ฟอร์ เวลเนส: ชีพอมตะ ฉายในปี ค.ศ. 2017"
ja,千葉県立船橋二和高等学校 は、千葉県船橋市二和西にある県立高等学校。通称は「二和」（ふたわ）。1クラス40人ほど在籍し1学年約8クラスある。
ru,"Белая женщина — женское привидение в белой одежде, образ которого встречается в англосаксонской, германской, славянской и других фольклорных традициях; в большинстве случаев история и образ конкретной Белой женщины привязаны к какой-либо местной трагической легенде, зачастую связанной с потерей или предательством женщины со стороны мужа, возлюбленного или жениха."
ar,ياكوبو دالوجليو ‏ هو لاعب كرة قدم إيطالي في مركز الوسط. لعب مع نادي بريشيا ونادي ريجينا وASD Barletta 1922 ‏ واتحاد بافيا لكرة القدم.
vi,"Ciechnowo là một ngôi làng thuộc khu hành chính của Gmina Sławoborze, thuộc quận Świdwin, West Pomeranian Voivodeship, ở phía tây bắc Ba Lan. Nó nằm khoảng 4 kilômét (2 mi) về phía đông nam Sławoborze, 10 km (6 mi) về phía bắc của Świdwin và 91 km (57 mi) về phía đông bắc của thủ đô khu vực Szczecin."
th,ดาโซราฟาล เป็นเครื่องบินรบแบบสองเครื่องยนต์เจ็ต สัญชาติฝรั่งเศส ทำการรบได้หลายแบบ ทั้งภารกิจ ระยะสั้น และ ระยะไกล เครื่องบินราฟาล เป็นเครื่องบินขับไล่หลากบทบาท (multi-role) ตรวจจับได้ยาก มีความสามารถปฏิบัติการได้ทั้งกลางวัน และกลางคืน ทุกสภาพอากาศ มันสามารถขึ้น-ลงจอดบนเรือบรรทุกอากาศยานได้
es,"El convento de Nuestra Señora del Rosal es un edificio del municipio español de Priego, en la provincia de Cuenca."
ja,海岸寺（かいがんじ）は、山梨県北杜市須玉町上津金にある臨済宗妙心寺派の寺院。山号は津金山。本尊は釈迦如来。甲斐百八霊場第71番札所。
en,"Rie Miyazawa  is a Japanese actress and former idol singer. She is regarded as one of Japan's top actresses, and her accolades include six Japan Academy Film Prizes and three Kinema Junpo Awards."
ja,九七式中迫撃砲（97しきちゅうはくげきほう）は、大日本帝国陸軍の迫撃砲である。年式は皇紀2597年 を示す九七式であるが、これは設計着手年度から取ったものと思われる。実際の制式制定は1942年（昭和17年）6月であった。
en,"Charles Seymour, 6th Duke of Somerset, known by the epithet ""The Proud Duke"", was an English aristocrat and courtier. He rebuilt Petworth House in Sussex, the ancient Percy seat inherited from his wife, in the palatial form which survives today. According to the Encyclopædia Britannica Eleventh Edition, he was a remarkably handsome man, and inordinately fond of taking a conspicuous part in court ceremonial; his vanity, which earned him the sobriquet of ""the proud duke"", was a byword among his contemporaries and was the subject of numerous anecdotes; Macaulay described him as ""a man in whom the pride of birth and rank amounted almost to a disease""."
vi,"Rết, hay tít , là tên gọi tiếng Việt của một nhóm động vật chân khớp thuộc lớp Chân môi (Chilopoda) trong phân ngành Nhiều chân (Myriapoda). Rết là loài động vật thân đốt, có lông, thon dài, mỗi đốt có một đôi chân. Số lượng chân của mỗi loài rết rất đa dạng, từ dưới 20 cho đến trên 300 chân. Số cặp chân rết luôn là số lẻ, ví dụ nó có thể có 15 hoặc 17 cặp chân nhưng không bao giờ có 16 cặp chân. Một đặc điểm dễ nhận thấy của rết là cặp kìm ở trước miệng có thể tiết nọc độc vào kẻ thù, được hình thành từ một cặp phần phụ miệng. Hầu hết các loài rết là động vật ăn thịt."
ja,"アルツェルグランデ は、イタリア共和国ヴェネト州パドヴァ県にある、人口約4,900人の基礎自治体（コムーネ）。"
tr,Chevrolet Corvette GM tarafından üretilen Amerikan spor otomobilidir.
th,"เชียงใหม่ เป็นเมืองที่มีขนาดใหญ่ที่สุดและเป็นเมืองวัฒนธรรมที่สำคัญที่สุดในภาคเหนือของประเทศไทย เป็นเมืองศูนย์กลางของจังหวัดเชียงใหม่ และเป็นอดีตนครหลวงแห่งอาณาจักรล้านนา ห่างจากกรุงเทพมหานครไปทางทิศเหนือเป็นระยะทาง 700 กิโลเมตร มีแม่น้ำปิงไหลผ่านเมือง และตั้งอยู่ท่ามกลางภูเขาที่สูงที่สุดของประเทศ เขตเทศบาลมีพื้นที่ 40.22 ตารางกิโลเมตร โดยครอบคลุมพื้นที่ส่วนใหญ่ของอำเภอเมืองเชียงใหม่ ในแง่ของจำนวนประชากรของเทศบาลนครเชียงใหม่ซึ่งมีประมาณ 130,000 คน นับว่าเป็นเทศบาลที่มีประชากรมากเป็นอันดับที่ 4 ของประเทศไทย เทศบาลนครเชียงใหม่ยังเป็นเทศบาลนครแห่งแรกของประเทศไทย"
zh,無花果鸚鵡族（學名：），常簡稱無花果鸚鵡，為鸚形目舊世界鸚鵡科下的一個族。本族下的物種分佈於新幾內亞地區和澳大利亚東北部的森林環境中，並以無花果種子為主食因此得名。目前下屬2屬共7個物種。
es,El Pratt & Whitney F119 es un motor aeronáutico turbofán con postcombustión desarrollado por la compañía estadounidense Pratt & Whitney para el caza Lockheed Martin F-22 Raptor.
en,"Mangelia semiassa is a species of sea snail, a marine gastropod mollusk in the family Mangeliidae."
ja,五代目 鶴屋 南北 は江戸後期の歌舞伎役者・歌舞伎作者。本名、松本源三郎。俳名は可祐、屋号は鶴屋、紋は丸に大の字。
es,"Juniperus scopulorum es una especie de enebro nativo del oeste de América del Norte, en Canadá, en la Columbia Británica y el suroeste de Alberta, en los Estados Unidos desde Washington al este de Dakota del Norte, al sur de Arizona y también a nivel local el oeste de Texas, y más al norte México de Sonora al este de Coahuila. Crece a una altitud de 500-2,700 m en suelos secos, a menudo junto con otras especies de enebro."
vi,"Quảng trường Tự do ở Bydgoszcz nằm ở Bydgoszcz, Ba Lan, trong khu vực trung tâm thành phố, giữa đường Gdańska và công viên Casimir Đại đế."
zh,马尔扎诺-迪诺拉（義大利語：），是意大利阿韦利诺省的一个市镇。总面积4.62平方公里，人口1713人，人口密度370.8人/平方公里（2009年）。ISTAT代码为064047。
th,"พระราชพิธีเสกสมรสระหว่างเจ้าชายแฮร์รีกับเมแกน มาร์เกิล มีขึ้นเมื่อวันที่ 19 พฤษภาคม ค.ศ. 2018 ณ โบสถ์น้อยเซนต์จอร์จภายในพระราชวังวินด์เซอร์ สหราชอาณาจักร โดยเป็นพระราชพิธีเสกสมรสระหว่างเจ้าชายแฮร์รี สมาชิกราชวงศ์สหราชอาณาจักร กับเมแกน มาร์เกิล หญิงสาวชาวอเมริกันที่เคยทำอาชีพนักแสดง, บล็อกเกอร์, ทูตการกุศล และทนาย ในเช้าวันแต่งงาน สมเด็จพระราชินีนาถเอลิซาเบธที่ 2 พระอัยยิกาในเจ้าชายแฮร์รี พระราชทานตำแหน่งดยุกแห่งซัสเซกซ์, เอิร์ลแห่งดัมบาร์ตัน และบารอนคิลคีลให้กับพระองค์"
fr,"L'irritabilité est une propriété des tissus et des organes vivants de réagir à une excitation interne ou, le plus souvent, externe, de manière physiologique ou pathologique. Plus spécifiquement, en psychologie, c'est un trait de caractère désignant une propension aux réactions colériques."
ru,Папуанская исполинская ящерица — вид ящериц из семейства сцинковых.
fr,"Don Payne, né le 5 mai 1964 à Wilmington en Caroline du Nord et mort le 26 mars 2013 à Los Angeles, en Californie, est un scénariste et producteur américain. Il a écrit des épisodes des Simpson, dont plusieurs avec John Frink. Payne a écrit Ma super ex et a coécrit Les 4 Fantastiques et le Surfer d'Argent et Thor."
it,"La chiesa di San Martino è il principale edificio sacro del comune di Calolziocorte, località situata nella Valle San Martino, in provincia di Lecco. Fu eretta in posizione elevata, su di una collina, e resa così visibile dal paese e dai comuni circostanti. Il progettista della chiesa fu il noto architetto italiano Giuseppe Bovara, che rese l'edificio uno dei suoi lavori più significativi."
ar,كاسيك صغير المنقار هو نوع من الطيور يتبع جنس الكاسيك من فصيلة الصفراويات.
es,"Sor Plautilla Nelli fue una monja dominica que trabajó como artista, siendo considerada la primera mujer pintora renacentista autodidacta de Florencia, Italia."
it,"Vittorio Faroppa è stato un calciatore e allenatore di calcio italiano, di ruolo portiere. Era anche noto come Faroppa II per distinguerlo dal fratello Luigi."
fr,"Le Château de Larciano (en italien : Castello di Larciano, est située dans la commune de Larciano dans la province de Pistoia en Toscane."
en,"Orocrambus melitastes is a moth in the family Crambidae. It was described by Edward Meyrick in 1909. This species is endemic to New Zealand, where it has been recorded in Southland, Otago and Westland. It is found from the subalpine zone down to sea level."
es,"Ruth Brandt fue una artista y docente irlandesa, conocida por su inspiración en la naturaleza para su obra."
it,Giulio Foresti è stato un pilota automobilistico italiano.
it,Serrenti è un comune italiano di 4 501 abitanti della provincia del Sud Sardegna.
tr,"Uşak, Ege Bölgesi'nde Batı ve Orta Anadolu'yu birbirine bağlayan İç Ege Bölümü'nde Gördes - Uşak Platosu üzerinde bulunan il. 31 Aralık 2023 yılı verilerine göre nüfusu 377.001'dir."
en,"Stephen Patrick Sinko was an American football player and coach. He played professionally as a guard and tackle in the National Football League (NFL) for the Boston Redskins from 1934 to 1936 and the Los Angeles Bulldogs from 1937 to 1938. Sinko served as the head football coach at Boston University from 1957 to 1963, compiling a record of 23–36–3."
ar,دوغالد ماكفيرسن ‏ هو رياضياتي بريطاني، ولد في 1959.
ar,فيليب ك. سورنسن ‏ هو محامي وسياسي أمريكي، ولد في 31 أغسطس 1933 في الولايات المتحدة، وتوفي في 12 فبراير 2017 في نفس البلد. حزبياً، نشط في Nebraska Democratic Party ‏.
th,"ขบวนการกระทิงแดง เป็นขบวนการฝ่ายขวาที่มีบทบาททางการเมืองในประเทศไทยหลังเหตุการณ์ 14 ตุลาคม พ.ศ. 2516 ก่อตั้งโดย""กองบัญชาการรักษาความมั่นคงภายใน"" เพื่อปราบคอมมิวนิสต์ ผู้นำกลุ่มเป็นทหารรับจ้างที่ทำงานกับหน่วยสืบราชการลับของสหรัฐที่มีชื่อว่า พันเอกพิเศษ สุตสาย หัสดิน (ยศในขณะนั้น) ที่ปรึกษาได้แก่ นาย เผด็จ ดวงดี สมาชิกส่วนใหญ่เป็นนักศึกษาระดับอาชีวศึกษาในกรุงเทพฯ ที่เคยเข้าร่วมในเหตุการณ์ 14 ตุลาคม พ.ศ. 2516 มาแล้วเช่นกัน"
fr,"Le dolmen de La Borda, appelé aussi des Pasquerets, est un dolmen situé à Eyne, dans le département français des Pyrénées-Orientales."
th,กลุ่มรัฐกะเหรี่ยงแดง หรือเรียก เมืองยางแดง เป็นชื่อเรียกกลุ่มรัฐของชาวกะเหรี่ยงแดง ซึ่งปัจจุบันอยู่ในพื้นที่ของรัฐกะยา ประเทศพม่า ดินแดนนี้อยู่ทางใต้ของสหพันธรัฐชานและทางตะวันออกของพม่าของอังกฤษ รัฐบาลของบริติชอินเดียและพระเจ้ามินดงแห่งราชวงศ์อลองพญา ได้ลงนามในสนธิสัญญารับรองเอกราชของกลุ่มรัฐกะเหรี่ยงแดงใน พ.ศ. 2418 ดินแดนนี้ไม่เคยถูกผนวกเป็นส่วนหนึ่งของพม่าของอังกฤษ เมื่อพม่าได้รับเอกราช กลุ่มรัฐกะเหรี่ยงแดงกลายเป็นรัฐกะยาแต่ตั้งแต่ 29 เมษายน พ.ศ. 2502 ทั้งรัฐชานและรัฐกะยาถูกปกครองโดยรัฐบาลพม่าโดยตรง
es,"Riols  es una población y comuna francesa, situada en la región de Languedoc-Rosellón, departamento de Hérault, en el distrito de Béziers y cantón de Saint-Pons-de-Thomières."
it,"Tilt Ya Head Back è un brano del rapper Nelly, cantato con la cantante pop Christina Aguilera, pubblicato nel 2004, ed estratto dall'album di Nelly Sweat."
th,สาธารณรัฐอาร์มีเนียที่ 1 มีชื่ออย่างเป็นทางการ สาธารณรัฐอาร์มีเนีย เป็นรัฐเอกราชที่ดำรงอยู่ตั้งแต่วันที่ 30 พฤษภาคม ค.ศ. 1918 ถึงวันที่ 2 ธันวาคม ค.ศ. 1920 ในดินแดนที่มีประชากรอาร์นีเนียอาศัยอยู่ในอดีตจักรวรรดิรัสเซีย สาธารณรัฐก่อตั้งขึ้นในเดือนพฤษภาคม ค.ศ. 1918 หลังจากการล่มสลายของสหพันธ์สาธารณรัฐประชาธิปไตยทรานส์คอเคเซีย โดยมีเมืองหลวงอยู่ที่เยเรวาน ซึ่งถือเป็นการฟื้นฟูรัฐอาร์มีเนียขึ้นครั้งแรกนับตั้งแต่สมัยกลาง
it,"Jack Benny, all'anagrafe Benjamin Kubelsky, è stato un attore, comico, showman e violinista statunitense."
zh,朱文熊（1883年2月12日—1961年3月4日），乳名杏生，字造五，又字兆弧，江苏昆山陈墓人，清末切音字运动的先驱。
th,แอพริล ยีเน็ตต์ เมนเดซ บรูกส์ เกิดวันที่ 19 มีนาคม ค.ศ. 1987 เป็นอดีตนักมวยปล้ำอาชีพชาวอเมริกันของWWEในชื่อ เอเจ ลี เคยเข้าร่วมค่ายพัฒนาทักษะ ฟลอริดาแชมเปียนชิปเรสต์ลิง(FCW) และร่วมแข่งขันNXT ซีซั่น 3 ในปี 2012 เธอได้เป็นผู้จัดการทั่วไปของรอว์ ในปีต่อๆมาได้เป็นแชมป์ดีวาส์ 3สมัย และเป็นแชมป์ดีวาส์ที่ยาวที่สุดอันดับ 2 ด้วยเวลา 295 วัน และได้รับรางวัล สแลมมีอะวอร์ด สำหรับดีวาส์แห่งปี 2012 และ 2014
tr,"Grace Elizabeth Harry Cabe, ilk olarak giyim şirketi Guess ile yaptığı çalışmalarla tanınan Amerikalı bir modeldir. 2016 yılında Victoria's Secret Fashion Show için yürümeye başladı ve PINK markasının sözcüsü oldu. 2019'da Victoria's Secret meleği oldu."
ja,紀州鉄道株式会社 は、日本の不動産開発業者であり鉄道事業者である。鶴屋産業の子会社で、東京都中央区に本社を置く。鉄道路線として和歌山県御坊市で紀州鉄道線を運営している。
en,"Patsey was an African-American enslaved woman. Solomon Northup wrote about her in his book Twelve Years a Slave, which is the source for most of the information known about her. There have been two adaptations of the book in film, Solomon Northup's Odyssey in 1984 and the better known 12 Years a Slave, in 2013. In the latter Patsey was portrayed by Lupita Nyong'o, who won the Academy Award for Best Supporting Actress for her performance."
ru,"Quarterhorse — многоразовый гиперзвуковой беспилотный летательный аппарат, разрабатываемый американской стартап-компанией Hermeus Corporation из Атланты, штат Джорджия."
it,Frauensee è una frazione della città tedesca di Bad Salzungen.
ru,"Остроло́дочник волоси́стый — многолетнее травянистое растение, вид рода Остролодочник семейства Бобовые (Fabaceae)."
ja,上富良野町（かみふらのちょう）は、北海道上川総合振興局にある町。
ar,مالفاي واشنطن ‏ هو لاعب كرة مضرب أمريكي ولد في 20 يونيو 1969 بدأ الاحتراف في عام الكرة الصفراء في 1989 واعتزل في 1999.
vi,"Xã Center là một xã thuộc quận Woodson, tiểu bang Kansas, Hoa Kỳ. Năm 2010, dân số của xã này là 527 người."
es,"Baco, Venus y Ariadna es una pintura al óleo ejecutada en Venecia entre 1576 y 1577 por el pintor italiano Jacopo Tintoretto que se exhibe en la Sala dell'Anticollegio del Palacio Ducal de Venecia. Es una de las cuatro pinturas casi cuadradas sobre temas mitológicos y alegóricos enmarcadas con estuco en la misma sala, que fueron encargadas para celebrar la prosperidad y concordia del gobierno del dux Girolamo Priuli (1486-1567)."
tr,"Stromatolit, özellikle daha çok mavi-yeşil algler olarak bilinen siyanobakteri gibi mikroorganizmaların biyofilmlerinin tortu tanelerinin bir araya gelip yapışması, birikmesi ve donması ile sığ sularda oluşan genişleme eğilimli katmanlı yapılardır. Stromalitler konik, dallanmış, dairesel ve kolon tipi biçimlerde bulunur. İlk olarak 3,5 ila 3,8 milyar yıl önce oluştukları sanılmaktadır. Oluştukları zamandan 2 milyar yıl boyunca gezegenin mutlak hâkimi, en gelişmiş yaşam formuydular. Stromalitler, Kambriyen öncesi fosil kayıtlarını barındırırlar ancak günümüzde çok az sayıdadırlar. Günümüzde sadece Batı Avustralya'daki Shark Körfezinde bulunurlar. Varlıklarını burada sürdürebilmelerinin sebebi, körfez sularının siyanobakterileri yiyecek yaratıkların gelmesini engelleyecek kadar tuzlu olmasıdır. Çok az sayıdaki çok eski stromalitler fosilleşmiş mikroplar içerir."
it,"Mulberry è un comune degli Stati Uniti d'America, situato nello Stato dell'Indiana, nella contea di Clinton."
es,"Susan Aho es una cantante y compositora de música folclórica finlandesa y miembro del grupo Värttinä. En 2010, representó a Finlandia en el Festival Eurovision como parte del dúo Kuunkuiskaajat."
en,"Louis Clément Ngwat-Mahop  is a Cameroonian professional footballer who plays for the Junior team of Austrian side SC Rheindorf Altach, combining his playing duties with being responsible for the integration of foreign and young players for the first team of the club. He plays as a forward or a right winger."
th,วัดบ้านทวน ตั้งอยู่ที่ หมู่ 2 ตำบลพนมทวน อำเภอพนมทวน จังหวัดกาญจนบุรี สังกัดคณะสงฆ์มหานิกาย ที่ดินตั้งวัดมีเนื้อที่ 28 ไร่ 3 งาน 50 ตารางวา
th,ห้วยแถลง เป็นตำบลหนึ่งในอำเภอห้วยแถลง จังหวัดนครราชสีมา โดยมีพื้นที่ความรับผิดชอบอยู่ในองค์การปกครองส่วนท้องถิ่น 2 หน่วยงาน คือ เทศบาลตำบลห้วยแถลง และองค์การบริหารส่วนตำบลห้วยแถลง
th,อีพีเอ็ (EPN) เป็น ยาฆ่าแมลง ประเภท ฟอสโฟโนไธโอเอท
fr,"Nimrod est une ville américaine située dans le comté de Wadena, dans le Minnesota. Selon le recensement de 2010, sa population est de 69 habitants."
tr,"Tek Başına, 1973 ABD yapımı yarı otobiyografik aksiyon gerilim filmidir. Özgün adı Walking Tall olan film Ekim 1981'de Türkiye'de sinemalarda gösterilmiştir."
vi,"Gấu đen Himalaya là một phân loài của gấu đen châu Á được tìm thấy ở dãy Himalaya của Ấn Độ, Tây Tạng, Nepal, Trung Quốc và Pakistan."
ja,株式会社T&Dホールディングス は、主に3つの生命保険会社を傘下におく金融持株会社である。日経平均株価の構成銘柄の一つ。
en,"SAK Celovec/Klagenfurt is an Austrian football club based in Klagenfurt (Celovec), Carinthia, currently playing in the 4th tier Kärntner Liga. It was founded in 1970 by members of the Klagenfurt Slovene secondary school (Gymnasium) around Valentin Inzko."
ja,ウィリアムズFW16 は、ウィリアムズが1994年のF1世界選手権で使用したフォーミュラ1カー。パトリック・ヘッドとエイドリアン・ニューウェイが設計した。第9戦ドイツGP以降はBスペックのFW16Bが使用された。
en,"The White Hart Inn, Llangybi, Monmouthshire is a public house dating from the early 17th century. Located at a crossroads in the centre of the village, it is a Grade II* listed building."
vi,"Kinoshita Yuka là một Youtuber Nhật Bản và là một người có sức ăn khác người. Đến khi chụp CT, đội ngũ giám sát mới nhận ra dạ dày Yuka vô cùng đặc biệt. Lúc đói, bộ phận này chỉ lớn hơn mức trung bình một chút nhưng nếu đưa vào 100 miếng sushi, nó sẽ to lên 66 lần, thậm chí đè vào các cơ quan khác. Ngoài ra, do không hấp thụ được dinh dưỡng từ lượng thực phẩm khổng lồ, Yuka ăn bao nhiêu cũng không béo."
th,ซัลวาโตเร ซีรีกู เป็นนักฟุตบอลอาชีพชาวอิตาลี ปัจจุบันเล่นให้กับสโมสรฟุตบอลฟาติห์คารากุมรุคในตำแหน่งผู้รักษาประตู
fr,"Pioneer est un village américain situé dans le comté de Williams, dans l'Ohio. Selon le recensement de 2010, sa population est de 1 380 habitants."
fr,Lapin chasseur est un cartoon Merrie Melodies réalisé par Friz Freleng en 1944 mettant en scène Bugs Bunny et un chien. Il est sorti le 22 juillet 1944.
ru,"Абру́ццкие Апенни́ны — высокая и широкая горная возвышенность в центральной части Апеннин в Италии, между реками Тронто и Сангро. Также упоминаются под названием Абру́ццы."
it,Super Mario Bros. Wonder  è un videogioco a piattaforme della serie Super Mario sviluppato e pubblicato da Nintendo per Nintendo Switch. È stato distribuito in tutto il mondo il 20 ottobre 2023. È il primo videogioco a scorrimento laterale tradizionale di Super Mario dai tempi di New Super Mario Bros. U (2012).
ja,山（やま）とは、周囲よりも高く盛り上がった地形や場所のことをいう。地形学では丘陵や｢台地｣よりも周囲との相対的高度差（比高）や起伏が大きいものを指す。平地と比べ、傾斜した地形から成る。
vi,Alepidea capensis là một loài thực vật có hoa trong họ Hoa tán. Loài này được (P.J.Bergius) R.A.Dyer mô tả khoa học đầu tiên năm 1937.
it,"L’EuroVelo 2, detta anche «la strada delle Capitali», è una pista ciclabile parte della rete del programma europeo EuroVelo. Lunga 5.500 chilometri, unisce Galway in Irlanda a Mosca collegando da ovest a est sette paesi."
es,"El castillo de Guijosa o castillo de don Íñigo López de Orozco es una fortificación, emplazada en la localidad española de Guijosa, perteneciente al municipio de Sigüenza."
ar,أغنية الجنوب ‏ هو فيلم حركة تم إنتاجه في الولايات المتحدة وصدر في سنة 1946.
th,"เจียอี้ เป็นนครแห่งหนึ่งในมณฑลไต้หวัน สาธารณรัฐจีน ตั้งอยู่บนที่ราบทางภาคตะวันตกเฉียงใต้ ถูกล้อมรอบโดยเทศมณฑลเจียอี้ มีผู้อยู่อาศัยจำนวน 263,188 คน เมื่อเดือนมกราคม ค.ศ. 2023"
ja,クイントン・フォーチュン は、南アフリカ共和国出身の元同国代表サッカー選手。現役時代のポジションはMF、DF。
vi,"Kristina Háfoss là nhà kinh tế học, luật sư, chính trị gia người Faroe. Năm 2015, bà làm Bộ trưởng Bộ Tài chính của Quần đảo Faroe nhiệm kỳ 2015-2019. Hiện tại, bà đang giữ chức vụ làm Tổng Thư ký Hội đồng Bắc Âu kể từ năm 2021."
th,สุริยุปราคาเต็มดวงจะเกิดขึ้นในวันที่ 27 มกราคม พ.ศ. 2636 สุริยุปราคาเกิดขึ้นเมื่อดวงจันทร์ โคจรผ่านระหว่างโลกและดวงอาทิตย์ โดยวิธีนั้นจะเห็นสุริยุปราคาแบบเต็มดวงและแบบบางส่วนเมื่อมองจากโลก สุริยุปราคาเต็มดวงเกิดขึ้นเมื่อขนาดเชิงมุมของดวงจันทร์ มีขนาดใหญ่กว่าดวงอาทิตย์ โดยจะบดบังแสงโดยตรงทั้งหมดจากดวงอาทิตย์ ทำให้เวลากลางวันเข้าสู่ความมืด สุริยุปราคาแบบเต็มดวงเกิดขึ้นในแนวแคบผ่านบนพื้นผิวโลก และสุริยุปราคาบางส่วนสามารถมองเห็นได้เหนือบริเวณรอบ ๆ ภูมิภาคนั้นกว้างหลายพันกิโลเมตร
zh,裂盾蛛科 是裂盾目下的一个科。
ru,"Dacentrurus (лат.) — род крупных птицетазовых динозавров из семейства Stegosauridae, относящегося к тиреофорам (Thyreophora). Жил в позднем юрском периоде на территории современной Англии. Представлен одним видом — Dacentrurus armatus, первоначально носившим название Omosaurus armatus, однако был переименован, так как родовое название Omosaurus было занято другой вымершей рептилией. После описания первого вида было описано ещё около шести видов, однако все они были признаны недействительными."
ja,"サン・コスタンティーノ・カーラブロ は、イタリア共和国カラブリア州ヴィボ・ヴァレンツィア県にある、人口約2,200人の基礎自治体（コムーネ）。"
fr,"La ville de Winona est le siège du comté de Montgomery, situé dans l'État du Mississippi, aux États-Unis. Sa population était de 5 482 habitants au recensement de 2000."
pt,"Santiago do Cacém era una freguesia portuguesa del municipio de Santiago do Cacém, distrito de Setúbal."
ar,بيتر جي. كلاين ‏ هو اقتصادي أمريكي، ولد في 1966.
es,"Igor Lukšić, es un político montenegrino, miembro del Partido democrático socialista (DPS)."
es,"Ignacio Valenzuela Moraga es un periodista deportivo y relator de televisión chileno. Actualmente es parte de Deportes 13, donde relata diversos deportes y conduce las noticias deportivas en Teletrece. Además, es parte de TNT Sports, donde relata fútbol chileno y conduce el noticiero deportivo TNT Data Sports."
zh,"卡拉马里亚（希臘語：），是希腊中马其顿大区塞萨洛尼基专区的一个市镇，位于塞萨洛尼基主城区东南5公里。该地总人口87,255(2001)，居塞萨洛尼基都会区第二位。"
fr,"Flachères est une commune française située dans le département de l'Isère, en région Auvergne-Rhône-Alpes."
it,Alexander Megos è un arrampicatore tedesco.
es,"Robert Crais, es un escritor estadounidense de novelas de misterio o suspense, creador del dúo de detectives Elvis Cole y Joe Pike. Su estilo esta influido por Raymond Chandler, Dashiell Hammett, Ernest Hemingway, Robert B. Parker y John Steinbeck. Ha recibido numerosos premios literarios.."
th,วิลลี ชโตฟ เป็นนักการเมืองและวิศวกรชาวเยอรมัน ดำรงตำแหน่งหัวหน้ารัฐบาลของประเทศเยอรมนีตะวันออกระหว่างปี 1964 ถึง 1973 ต่อมาได้เป็นประมุขแห่งรัฐคนที่สามของประเทศในปี 1973 และกลับมาดำรงตำแหน่งประธานสภารัฐมนตรีอีกครั้งระหว่างปี 1976 ถึง 1989 นอกจากนี้ยังเคยดำรงตำแหน่งอื่นอย่างรัฐมนตรีว่าการกระทรวงกลาโหม และรัฐมนตรีว่าการกระทรวงมหาดไทย
vi,Lastreopsis decomposita là một loài thực vật có mạch trong họ Dryopteridaceae. Loài này được Tindale miêu tả khoa học đầu tiên năm 1957.
fr,"L’Erft est un affluent du Rhin par le sud-ouest, long de 107 km. Il se situe en totalité dans la région de Rhénanie-du-Nord-Westphalie (Allemagne). Ce cours d'eau, très artificialisé à la suite des rejets des eaux d'exhaure des mines de lignite, et envahi par des espèces exogènes en provenance de la vallée du Rhin, fait depuis 1975 l'objet de mesures de renaturation considérables."
th,โฮนัม เป็นภูมิภาคที่อยู่กับจังหวัดช็อลลาเดิม ซึ่งปัจจุบันอยู่ในประเทศเกาหลีใต้ ปัจจุบันนี้ใช้อ้างถึงพื้นที่จังหวัดช็อลลาเหนือและจังหวัดช็อลลาใต้
zh,5-肼基四唑是一种有机化合物，化学式为CH4N6。
en,"Alizée Costes is a French female acrobatic gymnast. With partners Madeleine Bayon and Noémie Nadaud, Costes achieved 7th in the 2014 Acrobatic Gymnastics World Championships."
it,"Lo Skírnismál è uno dei poemi che compongono l'Edda poetica. È attualmente conservato nel Codex Regius, il manoscritto del XIII secolo e nell'AM 748 I 4to ma la critica è generalmente d'accordo nel datarlo alla prima metà del X secolo, o forse addirittura intorno al 900, probabilmente in Norvegia. Il prologo e due brevi passi in prosa furono presumibilmente scritti dal compilatore medievale del manoscritto dell'Edda poetica, che sentì la necessità di palesare il contesto della vicenda e fornire alcuni dettagli a chi non avesse familiarità col racconto. Molti studiosi ritengono inoltre che il poema fosse recitato, forse in una sorta di ierogamia."
zh,卡特拉布赫湖（烏克蘭語：），是烏克蘭的湖泊，位於該國西南部敖德薩州，處於多瑙河下游，長21公里、寬11公里，面積67平方公里，最大水深4米，該湖泊在冬季結冰。
fr,"Citrus ×reshni, le mandarinier Cléopâtre, est une espèce de plantes dicotylédones de la famille des Rutaceae, originaire de l'Inde et introduite en Floride au milieu de XIXe siècle en provenance de la Jamaïque."
ru,"Жан II Брабантский по прозвищу Тихий — герцог Брабанта и Лимбурга с 1294 года. Его отцом был Жан I, передавший ему свои титулы, а матерью — Маргарита Фландрская."
en,"Spring Prairie is a town in Walworth County, Wisconsin, United States. The population was 2,123 at the 2020 census. The unincorporated communities of Spring Prairie and Voree are located in the town. The unincorporated communities of Honey Creek and Honey Lake are also located partially in the town."
